0.7518443, 0.9662181, 1.004071, 1.019226, 1.020268, 1.012479, 0.9990749
0.7419894, 0.9604966, 0.999899, 1.016432, 1.018695, 1.011976, 0.9994967
0.7341692, 0.9553978, 0.9960566, 1.013795, 1.017174, 1.011459, 0.9998636
0.7283701, 0.9509154, 0.9925429, 1.011317, 1.015708, 1.010933, 1.000181
0.7245653, 0.9470395, 0.9893548, 1.008998, 1.014302, 1.010402, 1.000453
0.7227154, 0.943757, 0.9864874, 1.00684, 1.012957, 1.009871, 1.000686
0.7227697, 0.9410515, 0.9839339, 1.00484, 1.011675, 1.009343, 1.000882
0.7246663, 0.938904, 0.9816861, 1.002997, 1.010458, 1.008821, 1.001045
0.7283329, 0.9372931, 0.9797346, 1.001307, 1.009306, 1.008308, 1.001179
0.733688, 0.9361951, 0.9780686, 0.999768, 1.00822, 1.007805, 1.001288
0.7406413, 0.9355846, 0.9766764, 0.9983749, 1.0072, 1.007315, 1.001373
0.7490949, 0.9354346, 0.9755455, 0.9971231, 1.006244, 1.006838, 1.001438
0.7589441, 0.9357169, 0.9746625, 0.9960075, 1.005353, 1.006377, 1.001486
0.7700782, 0.9364019, 0.9740136, 0.9950224, 1.004524, 1.005933, 1.001517
0.7823817, 0.9374596, 0.9735847, 0.9941619, 1.003756, 1.005506, 1.001534
0.7957349, 0.9388595, 0.973361, 0.9934198, 1.003047, 1.005097, 1.00154
0.810015, 0.9405704, 0.9733278, 0.9927899, 1.002396, 1.004705, 1.001535
0.8250971, 0.9425615, 0.9734704, 0.9922655, 1.001801, 1.004333, 1.001521
0.840855, 0.9448019, 0.9737739, 0.9918402, 1.001258, 1.003979, 1.0015
0.8571619, 0.947261, 0.9742237, 0.9915075, 1.000767, 1.003643, 1.001472
0.8738918, 0.9499088, 0.9748052, 0.9912606, 1.000324, 1.003326, 1.001439
0.8909195, 0.952716, 0.9755045, 0.9910933, 0.999927, 1.003026, 1.001401
0.9081223, 0.9556541, 0.9763075, 0.990999, 0.9995736, 1.002745, 1.00136
0.9253801, 0.9586955, 0.977201, 0.9909715, 0.9992613, 1.002481, 1.001316
0.9425762, 0.9618137, 0.9781719, 0.9910048, 0.9989876, 1.002234, 1.001269
0.9595983, 0.9649835, 0.9792079, 0.9910928, 0.9987501, 1.002003, 1.001222
0.9763389, 0.9681808, 0.9802971, 0.99123, 0.9985463, 1.001788, 1.001173
0.9926956, 0.9713829, 0.9814281, 0.9914107, 0.9983739, 1.001588, 1.001123
